AssetClass,Key,Date,High,Low,Close,Volume
equity,INE639B01023,2024-01-09,1191.9626,1167.13,1188.3867,14370
equity,INE639B01023,2024-01-10,1191.9129,1172.5932,1185.7047,9542
equity,INE639B01023,2024-01-11,1251.511,1186.9961,1230.2296,33656
equity,INE639B01023,2024-01-12,1278.8765,1177.063,1181.5577,168104
equity,INE639B01023,2024-01-15,1229.2114,1179.5463,1183.3705,29704
equity,INE639B01023,2024-01-16,1201.8956,1167.1301,1173.2389,45970
equity,INE639B01023,2024-01-17,1186.4994,1145.4512,1148.2821,17814
equity,INE639B01023,2024-01-18,1156.1044,1112.4984,1136.8094,21698
equity,INE639B01023,2024-01-19,1154.7139,1118.4584,1137.7533,22180
equity,INE639B01023,2024-01-23,1189.4793,1019.5749,1069.0414,30386
equity,INE639B01023,2024-01-24,1116.4717,1033.0591,1077.3853,23600
equity,INE639B01023,2024-01-25,1091.0431,1045.4753,1060.7722,12310
equity,INE639B01023,2024-01-29,1085.0585,1042.9673,1054.5889,21366
equity,INE639B01023,2024-01-30,1084.0651,1044.4572,1054.6385,16506
equity,INE639B01023,2024-01-31,1077.6087,1046.4439,1054.4647,10436
equity,INE639B01023,2024-02-01,1084.09,1042.9673,1058.3137,14636
equity,INE639B01023,2024-02-02,1067.6259,1038.4974,1052.7512,12014
equity,INE639B01023,2024-02-05,1067.0796,1012.1748,1038.249,30036
equity,INE639B01023,2024-02-06,1041.9491,1011.1816,1014.4347,13106
equity,INE639B01023,2024-02-07,1018.085,869.6857,985.1819,22358
equity,INE639B01023,2024-02-08,1005.6936,968.9663,987.6155,9086
equity,INE639B01023,2024-02-09,1001.1244,957.7419,980.9852,9520
equity,INE639B01023,2024-02-12,982.4007,929.3583,942.8672,40340
equity,INE639B01023,2024-02-13,942.7679,884.0389,889.2041,23960
equity,INE639B01023,2024-02-14,890.6444,869.1146,885.4792,18846
equity,INE639B01023,2024-02-15,993.3022,889.0054,992.8304,35722
equity,INE639B01023,2024-02-16,1018.0354,968.4696,992.3088,24752
equity,INE639B01023,2024-02-19,1015.6018,972.4428,978.1047,8924
equity,INE639B01023,2024-02-20,992.8055,963.5031,967.2776,4276
equity,INE639B01023,2024-02-21,993.3022,963.5031,980.5134,12782
equity,INE639B01023,2024-02-22,983.8658,944.531,962.783,5206
equity,INE639B01023,2024-02-23,977.906,933.6792,945.9713,5540
equity,INE639B01023,2024-02-26,956.0036,919.0031,933.4556,10672
equity,INE639B01023,2024-02-27,955.5318,920.7911,943.9351,10362
equity,INE639B01023,2024-02-28,953.5452,923.771,938.2235,8334
equity,INE639B01023,2024-02-29,953.0734,909.5171,923.9697,5284
equity,INE639B01023,2024-03-01,943.0162,920.1454,925.4596,6522
equity,INE639B01023,2024-03-04,956.0533,893.9719,904.3767,11112
equity,INE639B01023,2024-03-05,912.7454,879.0724,883.1698,18394
equity,INE639B01023,2024-03-06,891.4887,849.2733,862.4346,13146
equity,INE639B01023,2024-03-07,943.5625,859.1815,927.0985,22504
equity,INE639B01023,2024-03-11,953.57,923.771,933.1328,10776
equity,INE639B01023,2024-03-12,931.6926,874.1308,886.8698,12082
equity,INE639B01023,2024-03-13,902.8867,844.8034,851.384,31292
equity,INE639B01023,2024-03-14,937.6275,839.3403,916.4702,24418
equity,INE639B01023,2024-03-15,1099.7593,916.8675,965.589,24354
equity,INE639B01023,2024-03-18,1043.9605,969.5374,1019.7239,42626
equity,INE639B01023,2024-03-19,1030.5509,998.2935,1016.3715,8140
equity,INE639B01023,2024-03-20,1042.3962,970.4066,1028.6141,18484
equity,INE639B01023,2024-03-21,1067.2039,1018.7058,1043.017,19192
equity,INE639B01023,2024-03-22,1092.558,1031.3953,1072.7167,33330
equity,INE639B01023,2024-03-26,1087.6409,1033.0342,1041.7753,10870
equity,INE639B01023,2024-03-27,1043.0914,998.3183,1003.8808,13598
equity,INE639B01023,2024-03-28,1029.5577,973.4361,977.0865,12636
equity,INE639B01023,2024-04-01,1042.9673,977.0865,1032.2893,9308
equity,INE639B01023,2024-04-02,1042.9673,1002.2419,1017.7374,9888
equity,INE639B01023,2024-04-03,1060.3251,998.2686,1036.4363,9154
equity,INE639B01023,2024-04-04,1052.9003,1028.6388,1035.0706,7446
equity,INE639B01023,2024-04-05,1052.8506,1017.1663,1032.0658,6674
equity,INE639B01023,2024-04-08,1050.9137,1008.7729,1018.5072,3078
equity,INE639B01023,2024-04-09,1039.168,1005.6936,1009.5675,4314
equity,INE639B01023,2024-04-10,1084.1894,1009.5676,1056.6252,20226
equity,INE639B01023,2024-04-12,1069.4139,1018.1347,1035.145,7862
equity,INE639B01023,2024-04-15,1018.085,965.9863,996.3813,9618
equity,INE639B01023,2024-04-16,1016.1481,983.394,1010.238,3628
equity,INE639B01023,2024-04-18,1057.3204,1008.2514,1029.3342,9374
equity,INE639B01023,2024-04-19,1072.2696,1008.9963,1053.8936,14874
equity,INE639B01023,2024-04-22,1091.6391,1030.551,1053.1238,7592
equity,INE639B01023,2024-04-23,1111.0085,993.3022,1079.2972,63388
equity,INE639B01023,2024-04-24,1137.306,1042.9921,1094.2216,16274
equity,INE639B01023,2024-04-25,1172.0967,1080.2162,1147.1151,44170
equity,INE639B01023,2024-04-26,1167.0306,1117.4648,1132.7617,15598
equity,INE639B01023,2024-04-29,1182.9484,1137.8276,1171.5502,22570
equity,INE639B01023,2024-04-30,1189.4793,1145.7988,1170.2589,12882
equity,INE639B01023,2024-05-02,1170.2342,1147.2641,1151.8829,8526
equity,INE639B01023,2024-05-03,1155.2849,1117.465,1130.8248,17526
equity,INE639B01023,2024-05-06,1176.5663,1115.9998,1124.6912,11930
equity,INE639B01023,2024-05-07,1166.6335,1127.4725,1140.9318,23712
equity,INE639B01023,2024-05-08,1159.6803,1114.8327,1137.1075,10938
equity,INE639B01023,2024-05-09,1182.0047,1110.0151,1112.424,8178
equity,INE639B01023,2024-05-10,1142.3224,1082.6994,1098.5674,9198
equity,INE639B01023,2024-05-13,1122.4563,1083.4443,1112.8212,12016
equity,INE639B01023,2024-05-14,1129.8315,1080.3403,1088.535,12036
equity,INE639B01023,2024-05-15,1105.4211,1082.2275,1091.5646,5228
equity,INE639B01023,2024-05-16,1107.7555,1075.2745,1082.0786,8404
equity,INE639B01023,2024-05-17,1090.5961,1073.2879,1084.4128,2810
equity,INE639B01023,2024-05-21,1090.6459,1067.8496,1076.9382,6368
equity,INE639B01023,2024-05-22,1089.6525,1043.017,1074.2811,6612
equity,INE639B01023,2024-05-23,1074.2813,1028.5894,1036.4116,12664
equity,INE639B01023,2024-05-24,1037.5041,998.8894,1022.8528,14182
equity,INE639B01023,2024-05-27,1029.0611,1002.2419,1013.5407,3560
equity,INE639B01023,2024-05-28,1017.3897,993.7988,995.4626,4758
equity,INE639B01023,2024-05-29,997.7472,983.9155,991.2659,3222
equity,INE639B01023,2024-05-30,1010.6353,973.4857,981.01,6600
equity,INE639B01023,2024-05-31,1003.2352,983.3692,992.7807,3826
equity,INE639B01023,2024-06-03,1042.9673,972.0207,989.18,13956
equity,INE639B01023,2024-06-04,995.7606,946.617,957.6178,9402
equity,INE639B01023,2024-06-05,967.8984,931.5436,959.8775,9506
equity,INE639B01023,2024-06-06,1011.6038,945.127,967.4763,6310
equity,INE639B01023,2024-06-07,983.3195,963.528,971.7227,6382
equity,INE639B01023,2024-06-10,1018.1348,961.0199,995.5868,7564
equity,INE639B01023,2024-06-11,1008.2016,975.969,983.3442,9908
equity,INE639B01023,2024-06-12,1018.1098,974.4294,981.308,20478
equity,INE639B01023,2024-06-13,997.7224,978.4276,992.3586,11368
equity,INE639B01023,2024-06-14,997.7719,943.637,962.9815,15578
equity,INE639B01023,2024-06-18,1018.6314,944.1337,1013.2924,20146
equity,INE639B01023,2024-06-19,1060.3501,998.7654,1053.6205,22638
equity,INE639B01023,2024-06-20,1191.4658,1117.4648,1147.4377,109864
equity,INE639B01023,2024-06-21,1164.6467,1100.5787,1112.0017,15550
equity,INE639B01023,2024-06-24,1129.3845,1074.2066,1098.1948,12782
equity,INE639B01023,2024-06-25,1184.5129,1097.7728,1142.4465,30290
equity,INE639B01023,2024-06-26,1142.2478,1112.4984,1117.3159,8158
equity,INE639B01023,2024-06-27,1132.3147,1060.499,1070.9783,23716
equity,INE639B01023,2024-06-28,1088.9571,1062.8332,1070.5065,7248
equity,INE639B01023,2024-07-01,1086.8216,1052.95,1063.1561,88104
equity,INE639B01023,2024-07-02,1082.1282,1053.4466,1061.989,4432
equity,INE639B01023,2024-07-03,1164.5971,1065.3415,1121.5624,82300
equity,INE639B01023,2024-07-04,1154.7138,1070.2831,1093.4022,74504
equity,INE639B01023,2024-07-05,1262.9837,1084.239,1242.621,151978
equity,INE639B01023,2024-07-08,1275.4,1152.2305,1205.9681,31790
equity,INE639B01023,2024-07-09,1206.8622,1163.5542,1172.7174,15282
equity,INE639B01023,2024-07-10,1172.3449,1103.6084,1133.1592,24802
equity,INE639B01023,2024-07-11,1198.9157,1122.4314,1163.2065,13166
equity,INE639B01023,2024-07-12,1176.9388,1132.3644,1144.6565,7916
equity,INE639B01023,2024-07-15,1158.6869,1122.4065,1131.5201,8882
equity,INE639B01023,2024-07-16,1162.1635,1122.4314,1158.7614,5752
equity,INE639B01023,2024-07-18,1153.7949,1090.1491,1100.3801,20342
equity,INE639B01023,2024-07-19,1104.552,1025.6589,1046.8907,44930
equity,INE639B01023,2024-07-22,1109.4936,1018.1347,1055.2842,20412
equity,INE639B01023,2024-07-23,1072.2199,1018.6313,1053.2976,9152
equity,INE639B01023,2024-07-24,1085.4061,1038.5968,1067.7006,12814
equity,INE639B01023,2024-07-25,1080.216,1040.484,1049.4734,10282
equity,INE639B01023,2024-07-26,1077.6831,1019.5254,1030.6752,14778
equity,INE639B01023,2024-07-29,1067.6508,1023.6228,1035.2941,11522
equity,INE639B01023,2024-07-30,1057.842,1009.195,1023.5979,13878
equity,INE639B01023,2024-07-31,1102.5158,1023.598,1052.3044,25782
equity,INE639B01023,2024-08-01,1066.3098,1033.0342,1048.3311,6978
equity,INE639B01023,2024-08-02,1114.9567,1025.6341,1091.2168,31680
equity,INE639B01023,2024-08-05,1085.6792,1038.0007,1043.4639,76984
equity,INE639B01023,2024-08-06,1077.7329,1043.4888,1068.2965,18264
equity,INE639B01023,2024-08-07,1117.4648,1053.3968,1103.1613,16068
equity,INE639B01023,2024-08-08,1109.9158,1077.7825,1089.9008,5090
equity,INE639B01023,2024-08-09,1121.9349,1097.5741,1115.106,6146
equity,INE639B01023,2024-08-12,1127.3979,1083.6926,1089.1061,5380
equity,INE639B01023,2024-08-13,1106.3648,1067.7998,1070.8295,7190
equity,INE639B01023,2024-08-14,1072.7913,1046.4439,1053.6951,3078
equity,INE639B01023,2024-08-16,1092.1358,1043.9607,1062.9824,5838
equity,INE639B01023,2024-08-19,1082.6993,1055.0359,1073.9335,7158
equity,INE639B01023,2024-08-20,1097.599,1069.4638,1084.2391,4740
equity,INE639B01023,2024-08-21,1117.4649,1072.8656,1084.1149,4802
equity,INE639B01023,2024-08-22,1167.13,1077.7328,1152.0319,38518
equity,INE639B01023,2024-08-23,1176.5663,1132.3893,1165.9132,18434
equity,INE639B01023,2024-08-26,1186.9962,1092.6325,1112.0267,15554
equity,INE639B01023,2024-08-27,1136.8094,1067.7998,1074.9268,12120
equity,INE639B01023,2024-08-28,1102.5653,1067.7997,1074.2313,8432
equity,INE639B01023,2024-08-29,1092.6324,1067.7998,1087.2437,7052
equity,INE639B01023,2024-08-30,1102.4909,1070.283,1080.6134,6990
equity,INE639B01023,2024-09-02,1097.0527,1065.3416,1077.3108,3406
equity,INE639B01023,2024-09-03,1089.131,1024.8644,1068.2716,19008
equity,INE639B01023,2024-09-04,1129.3846,1048.4802,1107.9044,15424
equity,INE639B01023,2024-09-05,1140.2364,1092.6323,1113.8641,9454
equity,INE639B01023,2024-09-06,1117.4401,1063.3299,1069.5381,16278
equity,INE639B01023,2024-09-09,1085.1082,1058.8601,1065.7635,3424
equity,INE639B01023,2024-09-10,1081.4577,1055.3835,1058.4379,3242
equity,INE639B01023,2024-09-11,1075.2744,1048.4552,1051.4103,4622
equity,INE639B01023,2024-09-12,1062.7836,1043.1412,1046.8412,6934
equity,INE639B01023,2024-09-13,1077.7328,1042.9672,1067.899,4424
equity,INE639B01023,2024-09-16,1071.6738,1042.9674,1064.1992,5920
equity,INE639B01023,2024-09-17,1085.2074,1037.0323,1041.3282,8304
equity,INE639B01023,2024-09-18,1042.9673,1033.0343,1039.6893,5108
equity,INE639B01023,2024-09-19,1041.9492,1018.6811,1024.2188,4280
equity,INE639B01023,2024-09-20,1043.5295,1024.0942,1037.2504,4794
equity,INE639B01023,2024-09-23,1046.4199,1031.5692,1038.2969,4484
equity,INE639B01023,2024-09-24,1056.4615,1039.0693,1046.0461,5002
equity,INE639B01023,2024-09-25,1071.4367,1031.37,1033.2388,8168
equity,INE639B01023,2024-09-26,1035.5559,1016.6189,1024.3682,3524
equity,INE639B01023,2024-09-27,1035.556,989.1852,993.8447,12978
equity,INE639B01023,2024-09-30,1011.1123,986.7184,996.4611,9464
equity,INE639B01023,2024-10-01,1009.0691,991.7018,993.5706,6664
equity,INE639B01023,2024-10-03,1004.1604,984.2267,993.4211,5716
equity,INE639B01023,2024-10-04,1001.6189,981.735,989.9327,3328
equity,INE639B01023,2024-10-07,1046.5195,974.2349,983.529,19822
equity,INE639B01023,2024-10-08,1001.6687,941.8676,962.6235,13084
equity,INE639B01023,2024-10-09,991.6022,961.8013,979.7914,9144
equity,INE639B01023,2024-10-10,996.6853,976.7516,989.8331,17242
equity,INE639B01023,2024-10-11,996.5607,979.2682,987.2915,12100
equity,INE639B01023,2024-10-14,994.0939,959.8079,986.9676,6772
equity,INE639B01023,2024-10-15,991.6022,972.8146,987.6403,16834
equity,INE639B01023,2024-10-16,996.6853,981.735,996.5856,14242
equity,INE639B01023,2024-10-17,996.6852,976.8512,983.1552,9088
equity,INE639B01023,2024-10-18,989.1603,946.3277,964.1934,6772
equity,INE639B01023,2024-10-21,988.7118,959.3096,973.5123,6522
equity,INE639B01023,2024-10-22,996.6853,947.3493,982.5573,17538
equity,INE639B01023,2024-10-23,1034.0859,951.8344,982.0091,133910
equity,INE639B01023,2024-10-24,1096.3538,994.4677,1032.2421,109096
equity,INE639B01023,2024-10-25,1071.4367,966.7847,976.5273,44536
equity,INE639B01023,2024-10-28,1005.6555,980.7383,996.7601,11728
equity,INE639B01023,2024-10-29,1011.5857,981.71,990.8795,12144
equity,INE639B01023,2024-10-30,1017.1174,982.8065,995.589,17162
equity,INE639B01023,2024-10-31,1018.5874,986.7433,1002.6653,19214
equity,INE639B01023,2024-11-01,1051.0047,1012.3831,1031.644,11956
equity,INE639B01023,2024-11-04,1052.0013,1011.6854,1023.2719,10330
equity,INE639B01023,2024-11-05,1031.5692,996.6852,1007.6986,21508
equity,INE639B01023,2024-11-06,1023.0974,999.1769,1017.6406,9110
equity,INE639B01023,2024-11-07,1165.6234,1006.7019,1143.198,99280
equity,INE639B01023,2024-11-08,1195.524,1118.2809,1155.3077,50070
equity,INE639B01023,2024-11-11,1161.0885,1076.8188,1088.2557,16842
equity,INE639B01023,2024-11-12,1117.3091,1058.9781,1066.3785,7778
equity,INE639B01023,2024-11-13,1066.3287,1009.1438,1020.6804,14900
equity,INE639B01023,2024-11-14,1046.5195,986.7184,1000.7717,12454
equity,INE639B01023,2024-11-18,1107.3173,1011.6355,1057.6326,38424
equity,INE639B01023,2024-11-19,1080.8304,1025.0908,1047.7903,10010
equity,INE639B01023,2024-11-21,1071.4616,1029.1274,1037.8982,7066
equity,INE639B01023,2024-11-22,1070.3653,1028.1556,1060.9965,8224
equity,INE639B01023,2024-11-25,1093.862,1036.5526,1049.7338,6736
equity,INE639B01023,2024-11-26,1062.9399,1039.5427,1053.4963,8000
equity,INE639B01023,2024-11-27,1152.1931,1042.6325,1130.9139,32724
equity,INE639B01023,2024-11-28,1152.6665,1083.8952,1144.12,16764
equity,INE639B01023,2024-11-29,1163.6301,1104.3274,1134.3774,14348
equity,INE639B01023,2024-12-02,1131.2379,1108.8124,1109.3108,4630
equity,INE639B01023,2024-12-03,1140.208,1097.9485,1122.2926,6636
equity,INE639B01023,2024-12-04,1145.615,1096.3288,1121.9685,6892
equity,INE639B01023,2024-12-05,1140.0834,1096.3538,1106.3954,8314
equity,INE639B01023,2024-12-06,1126.2543,1052.5246,1059.9498,26690
equity,INE639B01023,2024-12-09,1121.2211,1061.7439,1106.1711,11840
equity,INE639B01023,2024-12-10,1123.5633,1098.8953,1116.3871,8078
equity,INE639B01023,2024-12-11,1131.7362,1096.8522,1102.7327,8612
equity,INE639B01023,2024-12-12,1117.2842,1071.4367,1112.3755,14270
equity,INE639B01023,2024-12-13,1115.6395,1074.8503,1100.2657,12454
equity,INE639B01023,2024-12-16,1141.2046,1103.9036,1132.359,13572
equity,INE639B01023,2024-12-17,1166.3711,1107.3174,1160.8893,23890
equity,INE639B01023,2024-12-18,1259.4864,1153.6882,1240.051,77570
equity,INE639B01023,2024-12-19,1385.3924,1174.3942,1348.4652,101498
equity,INE639B01023,2024-12-20,1455.1605,1353.0002,1406.3976,114036
equity,INE639B01023,2024-12-23,1442.2036,1337.1779,1386.738,36776
equity,INE639B01023,2024-12-24,1534.8454,1365.4089,1504.8452,78758
equity,INE639B01023,2024-12-26,1523.7823,1428.6487,1498.5413,21836
equity,INE639B01023,2024-12-27,1529.7872,1445.1936,1494.4796,19606
equity,INE639B01023,2024-12-30,1514.9616,1430.2434,1445.3182,20602
equity,INE639B01023,2024-12-31,1492.5362,1405.8744,1457.6771,12588
equity,INE639B01023,2025-01-01,1544.8621,1423.6652,1525.8254,25678
equity,INE639B01023,2025-01-02,1574.7626,1517.4532,1545.9335,14306
equity,INE639B01023,2025-01-03,1544.8622,1476.5146,1486.5062,10786
equity,INE639B01023,2025-01-06,1486.5561,1401.3645,1420.4758,12644
equity,INE639B01023,2025-01-07,1477.3867,1397.1036,1442.5774,3214
equity,INE639B01023,2025-01-08,1460.1439,1420.3015,1441.3564,3208
equity,INE639B01023,2025-01-09,1594.1481,1411.6302,1436.049,34986
equity,INE639B01023,2025-01-10,1460.9661,1406.3229,1423.6902,7662
equity,INE639B01023,2025-01-13,1414.5705,1301.1726,1325.4668,13780
equity,INE639B01023,2025-01-14,1465.0775,1320.608,1453.9894,20840
equity,INE639B01023,2025-01-15,1517.4284,1435.2767,1441.1322,24688
equity,INE639B01023,2025-01-16,1495.028,1435.2768,1490.493,26178
equity,INE639B01023,2025-01-17,1557.1463,1472.6026,1543.8157,24038
equity,INE639B01023,2025-01-20,1652.7533,1564.7958,1631.2,33796
equity,INE639B01023,2025-01-21,1644.0073,1523.4084,1536.8387,17684
equity,INE639B01023,2025-01-22,1566.7892,1435.8497,1460.1439,26288
equity,INE639B01023,2025-01-23,1581.9886,1445.1936,1532.3536,40818
equity,INE639B01023,2025-01-24,1648.9908,1555.3273,1583.085,74786
equity,INE639B01023,2025-01-27,1743.701,1491.8386,1599.9042,153724
equity,INE639B01023,2025-01-28,1756.6577,1544.8621,1590.5601,77788
equity,INE639B01023,2025-01-29,1767.6214,1592.2048,1631.3496,120332
equity,INE639B01023,2025-01-30,1793.5352,1632.5955,1781.55,115894
equity,INE639B01023,2025-01-31,1940.9947,1799.3657,1921.3351,91870
equity,INE639B01023,2025-02-01,1965.9368,1744.1992,1879.3497,43220
equity,INE639B01023,2025-02-03,1931.1524,1799.0169,1922.1075,43420
equity,INE639B01023,2025-02-04,1955.9948,1856.3762,1939.2754,33096
equity,INE639B01023,2025-02-05,1978.4202,1893.702,1906.2352,14020
equity,INE639B01023,2025-02-06,1913.0127,1769.6146,1891.9078,27978
equity,INE639B01023,2025-02-07,1908.6522,1785.0633,1822.2147,20046
equity,INE639B01023,2025-02-10,1893.4279,1652.8033,1684.2736,37884
equity,INE639B01023,2025-02-11,1704.2572,1549.8456,1564.3972,29258
equity,INE639B01023,2025-02-12,1591.5818,1382.9008,1532.6278,46704
equity,INE639B01023,2025-02-13,1739.2407,1557.3207,1683.8,40396
equity,INE639B01023,2025-02-14,1719.1825,1599.7049,1678.0443,28856
equity,INE639B01023,2025-02-17,1693.8666,1602.2214,1640.3197,15386
equity,INE639B01023,2025-02-18,1694.2902,1570.2776,1585.3275,18082
equity,INE639B01023,2025-02-19,1691.8733,1525.9252,1662.3964,15380
equity,INE639B01023,2025-02-20,1734.2323,1634.0904,1695.5609,11960
equity,INE639B01023,2025-02-21,1878.7518,1685.943,1777.3141,30700
equity,INE639B01023,2025-02-24,1815.9606,1661.1754,1678.5925,28006
equity,INE639B01023,2025-02-25,1716.7904,1659.0573,1709.4398,6208
equity,INE639B01023,2025-02-27,1793.8093,1585.3525,1628.3346,17624
equity,INE639B01023,2025-02-28,1634.0406,1459.6457,1541.8722,23810
equity,INE639B01023,2025-03-03,1566.7642,1445.1936,1522.5613,36240
equity,INE639B01023,2025-03-04,1592.2047,1445.1438,1561.5566,32226
equity,INE639B01023,2025-03-05,1619.6135,1495.5262,1565.02,27366
equity,INE639B01023,2025-03-06,1606.6317,1554.8539,1568.7079,11240
equity,INE639B01023,2025-03-07,1594.6965,1550.4187,1584.7296,10376
equity,INE639B01023,2025-03-10,1664.4395,1585.6516,1611.5654,20472
equity,INE639B01023,2025-03-11,1626.8645,1524.9285,1567.1132,11342
equity,INE639B01023,2025-03-12,1607.155,1501.5064,1511.4233,11826
equity,INE639B01023,2025-03-13,1579.7212,1520.9666,1538.0598,12678
equity,INE639B01023,2025-03-17,1584.7046,1525.4766,1561.6563,10458
equity,INE639B01023,2025-03-18,1634.514,1593.6251,1627.9359,12390
equity,INE639B01023,2025-03-19,1685.3448,1614.8045,1660.8513,16458
equity,INE639B01023,2025-03-20,1688.3598,1575.5849,1594.9705,18186
equity,INE639B01023,2025-03-21,1618.6169,1519.9451,1530.2607,20880
equity,INE639B01023,2025-03-24,1610.1451,1507.4865,1517.3287,26060
