Other Industrial Products	2026-09-04	21	856.93	0.6165	858.9706	443.4487	-0.2376	93.2422	850.3812	848.577	784.7341	761.7884	693.0772	594.3714	79.61	{"3":true,"8":true,"30":true,"50":true,"100":true,"200":true}	{"3":true,"8":true,"30":true,"100":true}	{"3":{"streak":2,"capped":false},"8":{"streak":26,"capped":false},"30":{"streak":24,"capped":false},"50":{"streak":109,"capped":false},"100":{"streak":108,"capped":false},"200":{"streak":107,"capped":false}}	{"3":{"streak":26,"capped":false},"8":{"streak":20,"capped":false},"30":{"streak":99,"capped":false},"100":{"streak":73,"capped":false}}	97	green	111	false	\N	4.8239	true	true	90	28.1671
Airlines	2026-09-04	3	400.0709	0.3168	446.0419	284.1728	-10.3064	40.7844	398.008	408.1158	416.774	408.604	369.8283	347.8717	33.14	{"3":true,"8":false,"30":false,"50":false,"100":true,"200":true}	{"3":false,"8":false,"30":true,"100":true}	{"3":{"streak":2,"capped":false},"8":{"streak":5,"capped":false},"30":{"streak":5,"capped":false},"50":{"streak":4,"capped":false},"100":{"streak":74,"capped":false},"200":{"streak":64,"capped":false}}	{"3":{"streak":4,"capped":false},"8":{"streak":8,"capped":false},"30":{"streak":68,"capped":false},"100":{"streak":25,"capped":false}}	62	amber	11	false	\N	1.4492	true	true	45	17.4583
Auto Parts & Equipment	2026-09-04	85	396.2215	0.452	396.9587	276.8506	-0.1857	43.1174	394.0903	394.9655	390.5712	384.4632	363.1587	338.4306	56.1	{"3":true,"8":true,"30":true,"50":true,"100":true,"200":true}	{"3":false,"8":true,"30":true,"100":true}	{"3":{"streak":2,"capped":false},"8":{"streak":1,"capped":false},"30":{"streak":79,"capped":false},"50":{"streak":107,"capped":false},"100":{"streak":105,"capped":false},"200":{"streak":105,"capped":false}}	{"3":{"streak":3,"capped":false},"8":{"streak":104,"capped":false},"30":{"streak":87,"capped":false},"100":{"streak":59,"capped":false}}	72	amber	22	false	\N	2.1	true	true	75	13.6018
Realty	2026-09-04	59	415.0157	0.6172	443.2349	319.2057	-6.3666	30.0151	411.8783	413.0889	410.1487	408.7447	401.9634	396.0248	57.98	{"3":true,"8":true,"30":true,"50":true,"100":true,"200":true}	{"3":false,"8":true,"30":true,"100":true}	{"3":{"streak":2,"capped":false},"8":{"streak":1,"capped":false},"30":{"streak":2,"capped":false},"50":{"streak":60,"capped":false},"100":{"streak":61,"capped":false},"200":{"streak":42,"capped":false}}	{"3":{"streak":4,"capped":false},"8":{"streak":11,"capped":false},"30":{"streak":81,"capped":false},"100":{"streak":11,"capped":false}}	34	red	389	false	\N	-0.5909	false	true	30	3.2119
Commercial Vehicles	2026-09-04	13	560.5316	0.726	579.1006	437.1249	-3.2065	28.2314	554.6997	555.706	556.0691	547.7186	533.1241	527.1559	51.49	{"3":true,"8":true,"30":true,"50":true,"100":true,"200":true}	{"3":false,"8":false,"30":true,"100":true}	{"3":{"streak":2,"capped":false},"8":{"streak":2,"capped":false},"30":{"streak":2,"capped":false},"50":{"streak":30,"capped":false},"100":{"streak":60,"capped":false},"200":{"streak":30,"capped":false}}	{"3":{"streak":5,"capped":false},"8":{"streak":1,"capped":false},"30":{"streak":54,"capped":false},"100":{"streak":12,"capped":false}}	41	red	99	false	\N	0.258	true	true	27	3.9007
Specialty Chemicals	2026-09-04	57	202.5069	0.3272	202.5069	130.1954	0	55.5407	201.5531	201.1496	197.9923	192.8371	181.3442	165.1518	63.23	{"3":true,"8":true,"30":true,"50":true,"100":true,"200":true}	{"3":true,"8":true,"30":true,"100":true}	{"3":{"streak":3,"capped":false},"8":{"streak":2,"capped":false},"30":{"streak":108,"capped":false},"50":{"streak":107,"capped":false},"100":{"streak":105,"capped":false},"200":{"streak":99,"capped":false}}	{"3":{"streak":2,"capped":false},"8":{"streak":105,"capped":false},"30":{"streak":90,"capped":false},"100":{"streak":46,"capped":false}}	78	amber	1	false	\N	2.1347	true	true	69	16.7636
Heavy Electrical Equipment	2026-09-04	35	927.1758	0.6199	948.079	589.5372	-2.2048	57.2718	920.5212	922.5902	911.8702	906.7663	896.8697	784.9818	51.51	{"3":true,"8":true,"30":true,"50":true,"100":true,"200":true}	{"3":false,"8":true,"30":true,"100":true}	{"3":{"streak":2,"capped":false},"8":{"streak":2,"capped":false},"30":{"streak":24,"capped":false},"50":{"streak":24,"capped":false},"100":{"streak":111,"capped":false},"200":{"streak":107,"capped":false}}	{"3":{"streak":2,"capped":false},"8":{"streak":21,"capped":false},"30":{"streak":121,"capped":false},"100":{"streak":84,"capped":false}}	74	amber	15	false	\N	2.7403	true	true	99	15.5143
Asset Management Cos.	2026-09-04	9	237.4229	-0.0692	256.57	207.6926	-7.4627	14.3145	237.8007	240.4955	242.6644	245.2865	245.0973	237.2211	34.99	{"3":false,"8":false,"30":false,"50":false,"100":false,"200":true}	{"3":false,"8":false,"30":false,"100":true}	{"3":{"streak":7,"capped":false},"8":{"streak":7,"capped":false},"30":{"streak":7,"capped":false},"50":{"streak":24,"capped":false},"100":{"streak":7,"capped":false},"200":{"streak":61,"capped":false}}	{"3":{"streak":6,"capped":false},"8":{"streak":3,"capped":false},"30":{"streak":10,"capped":false},"100":{"streak":48,"capped":false}}	24	red	81	false	\N	0.0455	true	true	70	3.3999
Industrial Machinery	2026-09-04	56	647.0321	1.2279	647.0321	430.9929	0	50.1259	638.898	634.8365	622.9178	615.7782	591.5337	540.5037	76.21	{"3":true,"8":true,"30":true,"50":true,"100":true,"200":true}	{"3":true,"8":true,"30":true,"100":true}	{"3":{"streak":2,"capped":false},"8":{"streak":2,"capped":false},"30":{"streak":26,"capped":false},"50":{"streak":108,"capped":false},"100":{"streak":107,"capped":false},"200":{"streak":105,"capped":false}}	{"3":{"streak":2,"capped":false},"8":{"streak":23,"capped":false},"30":{"streak":95,"capped":false},"100":{"streak":60,"capped":false}}	76	amber	109	false	\N	1.9792	true	true	81	13.9267
Capital Markets	2026-09-04	27	450.9758	1.4188	483.4735	348.0041	-6.7217	29.5892	446.4293	449.704	455.8574	461.8111	453.5057	440.3597	41.34	{"3":true,"8":true,"30":false,"50":false,"100":false,"200":true}	{"3":false,"8":false,"30":true,"100":true}	{"3":{"streak":1,"capped":false},"8":{"streak":1,"capped":false},"30":{"streak":27,"capped":false},"50":{"streak":23,"capped":false},"100":{"streak":5,"capped":false},"200":{"streak":61,"capped":false}}	{"3":{"streak":6,"capped":false},"8":{"streak":24,"capped":false},"30":{"streak":83,"capped":false},"100":{"streak":20,"capped":false}}	35	red	76	false	\N	-0.2465	false	true	61	4.8713
Other Food & Beverages	2026-09-04	17	484.5302	0.5396	492.3985	320.414	-1.5979	51.2201	481.5122	480.5076	478.5959	480.1268	473.6321	447.8006	39.32	{"3":true,"8":true,"30":true,"50":true,"100":true,"200":true}	{"3":true,"8":true,"30":true,"100":true}	{"3":{"streak":2,"capped":false},"8":{"streak":2,"capped":false},"30":{"streak":17,"capped":false},"50":{"streak":2,"capped":false},"100":{"streak":107,"capped":false},"200":{"streak":333,"capped":false}}	{"3":{"streak":1,"capped":false},"8":{"streak":15,"capped":false},"30":{"streak":94,"capped":false},"100":{"streak":283,"capped":false}}	64	amber	26	false	\N	2.28	true	true	311	7.2189
Wires & Cables	2026-09-04	16	966.9989	-2.326	990.0265	519.7726	-2.326	86.0427	977.8191	973.8148	919.7474	885.1074	835.1919	712.0091	62.68	{"3":false,"8":false,"30":true,"50":true,"100":true,"200":true}	{"3":true,"8":true,"30":true,"100":true}	{"3":{"streak":1,"capped":false},"8":{"streak":1,"capped":false},"30":{"streak":26,"capped":false},"50":{"streak":26,"capped":false},"100":{"streak":107,"capped":false},"200":{"streak":107,"capped":false}}	{"3":{"streak":26,"capped":false},"8":{"streak":23,"capped":false},"30":{"streak":96,"capped":false},"100":{"streak":92,"capped":false}}	94	green	107	false	\N	5.3055	true	true	96	24.3113
